PDB_ID,Resolution,Method,Ab_type,Deposit_date,H_chain_ID,L_chain_ID,Ag_chain_ID(s),Ag_type(s),Affinity_KD(nM),Kd_nM_parsed,pKd,affinity_is_limit,Affinity_method,Affinity_temp(K),PMID,DOI
7k43,2.6,electron microscopy,VH:VL,2020-09-14,C,D,B;E,protein;protein,68,68.0,7.167491087293763,False,SPR,298,32972994,10.1126/science.abe3354
7k93,2.89,x-ray diffraction,scFv,2020-09-28,E,N.A.,A,protein,5.8,5.8,8.236572006437063,False,BLI,298,33414220,10.1126/science.abc0476
7k93,2.89,x-ray diffraction,scFv,2020-09-28,G,N.A.,B,protein,5.8,5.8,8.236572006437063,False,BLI,298,33414220,10.1126/science.abc0476
7k93,2.89,x-ray diffraction,scFv,2020-09-28,I,N.A.,C,protein,5.8,5.8,8.236572006437063,False,BLI,298,33414220,10.1126/science.abc0476
7k93,2.89,x-ray diffraction,scFv,2020-09-28,K,N.A.,D,protein,5.8,5.8,8.236572006437063,False,BLI,298,33414220,10.1126/science.abc0476
7k9j,3.0,electron microscopy,VH:VL,2020-09-29,J,N,C,protein,40.1,40.1,7.396855627379818,False,BLI,N.A.,34655519,10.1016/j.celrep.2021.109881
7k9j,3.0,electron microscopy,VH:VL,2020-09-29,H,L,A,protein,40.1,40.1,7.396855627379818,False,BLI,N.A.,34655519,10.1016/j.celrep.2021.109881
7k9j,3.0,electron microscopy,VH:VL,2020-09-29,I,M,B,protein,40.1,40.1,7.396855627379818,False,BLI,N.A.,34655519,10.1016/j.celrep.2021.109881
7k9z,2.95,x-ray diffraction,FabH:FabL,2020-09-29,B,A,E,protein,0.82,0.82,9.086186147616283,False,BLI,298,34135340,10.1038/s41467-021-23825-2
7k9z,2.95,x-ray diffraction,FabH:FabL,2020-09-29,H,L,E,protein,0.41,0.41,9.387216143280265,False,BLI,298,34135340,10.1038/s41467-021-23825-2
7ket,2.0,x-ray diffraction,FabH:FabL,2020-10-12,A,B,C,protein,7.26,7.26,8.139063379299905,False,SPR,N.A.,34125873,10.1371/journal.ppat.1009655
7kfv,2.1,x-ray diffraction,FabH:FabL,2020-10-15,H,L,A,protein,4.2,4.2,8.3767507096021,False,BLI,N.A.,33200128,10.1101/2020.11.13.381533
7kfv,2.1,x-ray diffraction,FabH:FabL,2020-10-15,C,D,B,protein,4.2,4.2,8.3767507096021,False,BLI,N.A.,33200128,10.1101/2020.11.13.381533
7kfv,2.1,x-ray diffraction,FabH:FabL,2020-10-15,F,G,E,protein,4.2,4.2,8.3767507096021,False,BLI,N.A.,33200128,10.1101/2020.11.13.381533
7kfw,2.79,x-ray diffraction,FabH:FabL,2020-10-15,C,D,B,protein,76.3,76.3,7.117475462045119,False,BLI,N.A.,33200128,10.1101/2020.11.13.381533
7kfw,2.79,x-ray diffraction,FabH:FabL,2020-10-15,H,L,A,protein,76.3,76.3,7.117475462045119,False,BLI,N.A.,33200128,10.1101/2020.11.13.381533
7kfw,2.79,x-ray diffraction,FabH:FabL,2020-10-15,F,G,E,protein,76.3,76.3,7.117475462045119,False,BLI,N.A.,33200128,10.1101/2020.11.13.381533
7kfx,2.23,x-ray diffraction,FabH:FabL,2020-10-15,H,L,A,protein,14.1,14.1,7.85078088734462,False,BLI,N.A.,33200128,10.1101/2020.11.13.381533
7kfy,2.16,x-ray diffraction,FabH:FabL,2020-10-15,H,L,A,protein,55.7,55.7,7.254144804826271,False,BLI,N.A.,33200128,10.1101/2020.11.13.381533
7kgj,2.3,x-ray diffraction,VHH,2020-10-16,B,N.A.,A,protein,47.1,47.1,7.326979092871104,False,SPR,298,34537245,10.1016/j.jbc.2021.101202
7kgk,2.6,x-ray diffraction,VHH,2020-10-16,B,N.A.,A,protein,40.6,40.6,7.391473966422806,False,SPR,298,34537245,10.1016/j.jbc.2021.101202
7ki4,2.9,electron microscopy,VH:VL,2020-10-23,G,F,A;E,protein;protein,27.46,27.46,7.561299467099263,False,BLI,303,33927387,10.1038/s41594-021-00584-8
7ki4,2.9,electron microscopy,VH:VL,2020-10-23,H,L,A;B,protein;protein,27.46,27.46,7.561299467099263,False,BLI,303,33927387,10.1038/s41594-021-00584-8
7ki4,2.9,electron microscopy,VH:VL,2020-10-23,D,C,B;E,protein;protein,27.46,27.46,7.561299467099263,False,BLI,303,33927387,10.1038/s41594-021-00584-8
7ki6,2.8,electron microscopy,VH:VL,2020-10-23,D,C,B,protein,1.00,1.0,9.0,False,BLI,303,33927387,10.1038/s41594-021-00584-8
7ki6,2.8,electron microscopy,VH:VL,2020-10-23,H,L,A,protein,1.00,1.0,9.0,False,BLI,303,33927387,10.1038/s41594-021-00584-8
7ki6,2.8,electron microscopy,VH:VL,2020-10-23,G,F,E,protein,1.00,1.0,9.0,False,BLI,303,33927387,10.1038/s41594-021-00584-8
7kjh,2.0,x-ray diffraction,VHH,2020-10-26,B,N.A.,D,protein,6.7,6.7,8.173925197299173,False,BLI,298,33480416,10.1042/BCJ20200415
7kjh,2.0,x-ray diffraction,VHH,2020-10-26,A,N.A.,C,protein,6.7,6.7,8.173925197299173,False,BLI,298,33480416,10.1042/BCJ20200415
7kkl,2.85,electron microscopy,VHH,2020-10-27,F,N.A.,D,protein,<0.001,0.001,12.0,True,SPR,N.A.,33154106,10.1126/science.abe3255
7kkl,2.85,electron microscopy,VHH,2020-10-27,B,N.A.,A,protein,<0.001,0.001,12.0,True,SPR,N.A.,33154106,10.1126/science.abe3255
7kkl,2.85,electron microscopy,VHH,2020-10-27,E,N.A.,C,protein,<0.001,0.001,12.0,True,SPR,N.A.,33154106,10.1126/science.abe3255
7klh,3.0,x-ray diffraction,FabH:FabL,2020-10-30,H,L,A,protein,0.039,0.039,10.4089353929735,False,BLI,298,34329642,10.1016/j.jmb.2021.167177
7klh,3.0,x-ray diffraction,FabH:FabL,2020-10-30,I,M,B,protein,0.039,0.039,10.4089353929735,False,BLI,298,34329642,10.1016/j.jmb.2021.167177
7klw,2.6,x-ray diffraction,VHH,2020-11-01,B,N.A.,A,protein,47.1,47.1,7.326979092871104,False,SPR,298,34537245,10.1016/j.jbc.2021.101202
7klw,2.6,x-ray diffraction,VHH,2020-11-01,C,N.A.,A,protein,62.7,62.7,7.202732459169283,False,SPR,298,34537245,10.1016/j.jbc.2021.101202
7kmg,2.16,x-ray diffraction,FabH:FabL,2020-11-02,A,B,C;F,protein;protein,3.5,3.5,8.455931955649724,False,BLI,N.A.,33820835,10.1126/scitranslmed.abf1906
7kmg,2.16,x-ray diffraction,FabH:FabL,2020-11-02,D,E,C;F,protein;protein,3.5,3.5,8.455931955649724,False,BLI,N.A.,33820835,10.1126/scitranslmed.abf1906
7kn3,2.25,x-ray diffraction,FabH:FabL,2020-11-04,H,L,A,protein,7.79,7.79,8.108462542327436,False,SPR,293,34716683,10.1002/advs.202102181
7kn3,2.25,x-ray diffraction,FabH:FabL,2020-11-04,M,N,B,protein,7.79,7.79,8.108462542327436,False,SPR,293,34716683,10.1002/advs.202102181
7kn4,2.7,x-ray diffraction,FabH:FabL,2020-11-04,M,N,B,protein,2.37,2.37,8.625251653989896,False,SPR,293,34716683,10.1002/advs.202102181
7kn4,2.7,x-ray diffraction,FabH:FabL,2020-11-04,H,L,A,protein,2.37,2.37,8.625251653989896,False,SPR,293,34716683,10.1002/advs.202102181
7kn5,1.87,x-ray diffraction,VHH,2020-11-04,C,N.A.,A,protein,1.86,1.86,8.730487055782083,False,SPR,298,33436526,10.1126/science.abe6230
7kn5,1.87,x-ray diffraction,VHH,2020-11-04,D,N.A.,B,protein,1.86,1.86,8.730487055782083,False,SPR,298,33436526,10.1126/science.abe6230
7kn5,1.87,x-ray diffraction,VHH,2020-11-04,E,N.A.,A,protein,21.4,21.4,7.669586226650809,False,SPR,298,33436526,10.1126/science.abe6230
7kn5,1.87,x-ray diffraction,VHH,2020-11-04,F,N.A.,B,protein,21.4,21.4,7.669586226650809,False,SPR,298,33436526,10.1126/science.abe6230
7kn6,2.55,x-ray diffraction,VHH,2020-11-04,C,N.A.,A,protein,8.92,8.92,8.049635145623878,False,SPR,298,33436526,10.1126/science.abe6230
7kn7,2.73,x-ray diffraction,VHH,2020-11-04,B,N.A.,A,protein,22.2,22.2,7.653647025549361,False,SPR,298,33436526,10.1126/science.abe6230
7kqb,2.42,electron microscopy,FabH:FabL,2020-11-14,H,L,A,protein,7.61,7.61,8.118615343229427,False,BLI,298,33974910,10.1016/j.cell.2021.04.033
7kqb,2.42,electron microscopy,FabH:FabL,2020-11-14,K,J,C,protein,7.61,7.61,8.118615343229427,False,BLI,298,33974910,10.1016/j.cell.2021.04.033
7kqe,2.88,electron microscopy,FabH:FabL,2020-11-15,J,M,C,protein,1.64,1.64,8.785156151952302,False,BLI,298,33974910,10.1016/j.cell.2021.04.033
7kqe,2.88,electron microscopy,FabH:FabL,2020-11-15,I,N,B,protein,1.64,1.64,8.785156151952302,False,BLI,298,33974910,10.1016/j.cell.2021.04.033
7kqe,2.88,electron microscopy,FabH:FabL,2020-11-15,H,L,A,protein,1.64,1.64,8.785156151952302,False,BLI,298,33974910,10.1016/j.cell.2021.04.033
7kqg,2.6,x-ray diffraction,FabH:FabL,2020-11-16,B,C,A,protein,160,160.0,6.795880017344075,False,BLI,N.A.,33274930,10.1021/acsinfecdis.0c00726
7kyl,2.0,x-ray diffraction,FabH:FabL,2020-12-08,H,L,E,protein,68.4,68.4,7.164943898279883,False,BLI,N.A.,33831142,10.1084/jem.20210174
7kyl,2.0,x-ray diffraction,FabH:FabL,2020-12-08,X,Y,Z,protein,68.4,68.4,7.164943898279883,False,BLI,N.A.,33831142,10.1084/jem.20210174
7kzb,2.83,x-ray diffraction,FabH:FabL,2020-12-10,A,B,C,protein,261,261.0,6.583359492661719,False,BLI,298,34024246,10.1080/19420862.2021.1922134
7kzb,2.83,x-ray diffraction,FabH:FabL,2020-12-10,H,L,C,protein,61,61.0,7.214670164989233,False,BLI,298,34024246,10.1080/19420862.2021.1922134
7l1v,3.0,electron microscopy,VHH,2020-12-15,S,N.A.,R,protein,0.6,0.6,9.221848749616356,False,grating coupled interferometry,N.A.,33547286,10.1038/s41467-021-21087-6
7l2e,2.97,electron microscopy,VH:VL,2020-12-16,H,L,A,protein,0.0043,0.0043,11.366531544420413,False,SPR,298,33789084,10.1016/j.chom.2021.03.005
7l2e,2.97,electron microscopy,VH:VL,2020-12-16,G,J,B,protein,0.0043,0.0043,11.366531544420413,False,SPR,298,33789084,10.1016/j.chom.2021.03.005
7l2e,2.97,electron microscopy,VH:VL,2020-12-16,I,K,C,protein,0.0043,0.0043,11.366531544420413,False,SPR,298,33789084,10.1016/j.chom.2021.03.005
7l7d,2.5,x-ray diffraction,FabH:FabL,2020-12-28,H,L,E,protein,0.253,0.253,9.596879478824182,False,BLI,N.A.,34548634,10.1038/s41564-021-00972-2
7l7e,3.0,x-ray diffraction,FabH:FabL,2020-12-28,E,F,G,protein,<0.001,0.001,12.0,True,BLI,N.A.,34548634,10.1038/s41564-021-00972-2
7l7e,3.0,x-ray diffraction,FabH:FabL,2020-12-28,O,P,K,protein,<0.001,0.001,12.0,True,BLI,N.A.,34548634,10.1038/s41564-021-00972-2
7l7e,3.0,x-ray diffraction,FabH:FabL,2020-12-28,M,N,S,protein,<0.001,0.001,12.0,True,BLI,N.A.,34548634,10.1038/s41564-021-00972-2
7l7e,3.0,x-ray diffraction,FabH:FabL,2020-12-28,C,D,b,protein,<0.001,0.001,12.0,True,BLI,N.A.,34548634,10.1038/s41564-021-00972-2
7l7e,3.0,x-ray diffraction,FabH:FabL,2020-12-28,A,B,G,protein,0.253,0.253,9.596879478824182,False,BLI,N.A.,34548634,10.1038/s41564-021-00972-2
7l7e,3.0,x-ray diffraction,FabH:FabL,2020-12-28,I,J,K,protein,0.253,0.253,9.596879478824182,False,BLI,N.A.,34548634,10.1038/s41564-021-00972-2
7l7e,3.0,x-ray diffraction,FabH:FabL,2020-12-28,H,L,S,protein,0.253,0.253,9.596879478824182,False,BLI,N.A.,34548634,10.1038/s41564-021-00972-2
7l7e,3.0,x-ray diffraction,FabH:FabL,2020-12-28,T,U,b,protein,0.253,0.253,9.596879478824182,False,BLI,N.A.,34548634,10.1038/s41564-021-00972-2
7l7r,2.1,x-ray diffraction,FabH:FabL,2020-12-30,B,A,G,protein,<0.022,0.022,10.657577319177793,True,BLI,N.A.,34793197,10.1126/science.abl6502
7lab,2.97,electron microscopy,FabH:FabL,2021-01-06,H,L,C,protein,294,294.0,6.531652669587842,False,SPR,N.A.,34242577,10.1016/j.cell.2021.06.021
7lab,2.97,electron microscopy,FabH:FabL,2021-01-06,T,S,A,protein,294,294.0,6.531652669587842,False,SPR,N.A.,34242577,10.1016/j.cell.2021.06.021
7lab,2.97,electron microscopy,FabH:FabL,2021-01-06,Y,X,B,protein,294,294.0,6.531652669587842,False,SPR,N.A.,34242577,10.1016/j.cell.2021.06.021
7lcv,1.7,x-ray diffraction,FabH:FabL,2021-01-11,A,B,C,protein,66,66.0,7.180456064458132,False,SPR,N.A.,34125873,10.1371/journal.ppat.1009655
7ldj,2.36,x-ray diffraction,VHH,2021-01-13,F,N.A.,A;B,protein;protein,0.36,0.36,9.443697499232712,False,BLI,298,N.A.,10.1073/pnas.210191811
7ldj,2.36,x-ray diffraction,VHH,2021-01-13,E,N.A.,B,protein,0.36,0.36,9.443697499232712,False,BLI,298,N.A.,10.1073/pnas.210191811
7ldj,2.36,x-ray diffraction,VHH,2021-01-13,G,N.A.,C,protein,0.36,0.36,9.443697499232712,False,BLI,298,N.A.,10.1073/pnas.210191811
7ldj,2.36,x-ray diffraction,VHH,2021-01-13,H,N.A.,D,protein,0.36,0.36,9.443697499232712,False,BLI,298,N.A.,10.1073/pnas.210191811
7lf7,2.03,x-ray diffraction,FabH:FabL,2021-01-15,H,L,K,protein,0.86,0.86,9.065501548756432,False,SPR,310,34316015,10.1038/s42003-021-02387-5
7lfa,1.86,x-ray diffraction,FabH:FabL,2021-01-15,H,L,C,protein,1.56,1.56,8.806875401645538,False,SPR,310,34316015,10.1038/s42003-021-02387-5
7lfa,1.86,x-ray diffraction,FabH:FabL,2021-01-15,B,D,A,protein,1.56,1.56,8.806875401645538,False,SPR,310,34316015,10.1038/s42003-021-02387-5
7lfb,1.91,x-ray diffraction,FabH:FabL,2021-01-16,H,L,X,protein,1.63,1.63,8.787812395596042,False,SPR,310,34316015,10.1038/s42003-021-02387-5
7lm8,1.94,x-ray diffraction,FabH:FabL,2021-02-05,M,N,A,protein,29.2,29.2,7.534617148551582,False,BLI,N.A.,33894127,10.1016/j.chom.2021.04.005
7lm9,1.53,x-ray diffraction,FabH:FabL,2021-02-05,H,L,A,protein,53.6,53.6,7.27083521030723,False,BLI,N.A.,33894127,10.1016/j.chom.2021.04.005
7lop,2.25,x-ray diffraction,FabH:FabL,2021-02-10,H,L,A,protein,45.3,45.3,7.343901797987169,False,BLI,N.A.,34016740,10.1126/science.abh1139
7lop,2.25,x-ray diffraction,FabH:FabL,2021-02-10,X,Y,Z,protein,45.3,45.3,7.343901797987169,False,BLI,N.A.,34016740,10.1126/science.abh1139
7lr3,2.8,x-ray diffraction,FabH:FabL,2021-02-15,H,L,D,protein,7.8,7.8,8.10790539730952,False,SPR,N.A.,34939934,10.7554/eLife.74707
7lr3,2.8,x-ray diffraction,FabH:FabL,2021-02-15,A,B,C,protein,7.8,7.8,8.10790539730952,False,SPR,N.A.,34939934,10.7554/eLife.74707
7lr4,2.1,x-ray diffraction,FabH:FabL,2021-02-15,H,L,D,protein,5.5,5.5,8.259637310505756,False,SPR,N.A.,34939934,10.7554/eLife.74707
7lr4,2.1,x-ray diffraction,FabH:FabL,2021-02-15,A,B,C,protein,5.5,5.5,8.259637310505756,False,SPR,N.A.,34939934,10.7554/eLife.74707
7lvw,2.1,x-ray diffraction,VHH,2021-02-26,G,N.A.,A,protein,0.084,0.084,10.075720713938118,False,SPR,N.A.,33692208,10.1128/JVI.02279-20
7lvw,2.1,x-ray diffraction,VHH,2021-02-26,J,N.A.,B,protein,0.084,0.084,10.075720713938118,False,SPR,N.A.,33692208,10.1128/JVI.02279-20
7lvw,2.1,x-ray diffraction,VHH,2021-02-26,L,N.A.,C,protein,0.084,0.084,10.075720713938118,False,SPR,N.A.,33692208,10.1128/JVI.02279-20
7lvw,2.1,x-ray diffraction,VHH,2021-02-26,I,N.A.,D,protein,0.084,0.084,10.075720713938118,False,SPR,N.A.,33692208,10.1128/JVI.02279-20
7lvw,2.1,x-ray diffraction,VHH,2021-02-26,H,N.A.,E,protein,0.084,0.084,10.075720713938118,False,SPR,N.A.,33692208,10.1128/JVI.02279-20
7lvw,2.1,x-ray diffraction,VHH,2021-02-26,K,N.A.,F,protein,0.084,0.084,10.075720713938118,False,SPR,N.A.,33692208,10.1128/JVI.02279-20
7lxw,2.8,electron microscopy,VH:VL,2021-03-05,H,L,A,protein,1.8,1.8,8.744727494896694,False,BLI,310,33761326,10.1016/j.cell.2021.03.028
7lxx,3.0,electron microscopy,VH:VL,2021-03-05,H,L,A,protein,0.3,0.3,9.522878745280337,False,BLI,310,33761326,10.1016/j.cell.2021.03.028
7lxy,2.2,electron microscopy,VH:VL,2021-03-05,H,L,A,protein,1.8,1.8,8.744727494896694,False,BLI,310,33761326,10.1016/j.cell.2021.03.028
7lxy,2.2,electron microscopy,VH:VL,2021-03-05,G,I,B,protein,1.8,1.8,8.744727494896694,False,BLI,310,33761326,10.1016/j.cell.2021.03.028
7lxy,2.2,electron microscopy,VH:VL,2021-03-05,N,O,J,protein,1.8,1.8,8.744727494896694,False,BLI,310,33761326,10.1016/j.cell.2021.03.028
7lxz,2.6,electron microscopy,VH:VL,2021-03-05,H,J,A,protein,0.3,0.3,9.522878745280337,False,BLI,310,33761326,10.1016/j.cell.2021.03.028
7lxz,2.6,electron microscopy,VH:VL,2021-03-05,G,I,B,protein,0.3,0.3,9.522878745280337,False,BLI,310,33761326,10.1016/j.cell.2021.03.028
7lxz,2.6,electron microscopy,VH:VL,2021-03-05,N,O,K,protein,0.3,0.3,9.522878745280337,False,BLI,310,33761326,10.1016/j.cell.2021.03.028
7ly0,2.6,electron microscopy,VH:VL,2021-03-05,H,L,A,protein,8.7,8.7,8.060480747381382,False,BLI,310,33761326,10.1016/j.cell.2021.03.028
7ly2,2.5,electron microscopy,VH:VL,2021-03-05,G,I,B,protein,8.7,8.7,8.060480747381382,False,BLI,310,33761326,10.1016/j.cell.2021.03.028
7ly2,2.5,electron microscopy,VH:VL,2021-03-05,H,L,A,protein,8.7,8.7,8.060480747381382,False,BLI,310,33761326,10.1016/j.cell.2021.03.028
7ly2,2.5,electron microscopy,VH:VL,2021-03-05,N,O,J,protein,8.7,8.7,8.060480747381382,False,BLI,310,33761326,10.1016/j.cell.2021.03.028
7ly3,3.0,x-ray diffraction,FabH:FabL,2021-03-05,F,E,B,protein,8.7,8.7,8.060480747381382,False,BLI,310,33761326,10.1016/j.cell.2021.03.028
7ly3,3.0,x-ray diffraction,FabH:FabL,2021-03-05,D,C,A,protein,8.7,8.7,8.060480747381382,False,BLI,310,33761326,10.1016/j.cell.2021.03.028
7m7b,2.95,electron microscopy,FabH:FabL,2021-03-27,H,L,A,protein,1.64,1.64,8.785156151952302,False,BLI,298,33974910,10.1016/j.cell.2021.04.033
7m7w,2.65,x-ray diffraction,FabH:FabL,2021-03-29,A,B,S,protein,0.08,0.08,10.096910013008056,False,SPR,298,34261126,10.1038/s41586-021-03807-6
7m7w,2.65,x-ray diffraction,FabH:FabL,2021-03-29,H,L,R,protein,0.08,0.08,10.096910013008056,False,SPR,298,34261126,10.1038/s41586-021-03807-6
7m7w,2.65,x-ray diffraction,FabH:FabL,2021-03-29,E,F,R,protein,0.04,0.04,10.397940008672037,False,SPR,298,34261126,10.1038/s41586-021-03807-6
7m7w,2.65,x-ray diffraction,FabH:FabL,2021-03-29,C,D,S,protein,0.04,0.04,10.397940008672037,False,SPR,298,34261126,10.1038/s41586-021-03807-6
7mf1,2.09,x-ray diffraction,FabH:FabL,2021-04-08,H,L,A,protein,2,2.0,8.698970004336019,False,BLI,N.A.,33932326,10.1016/j.celrep.2021.109109
7mfu,1.7,x-ray diffraction,VHH,2021-04-11,B,N.A.,A,protein,13.8,13.8,7.860120913598763,False,SPR,298,34537245,10.1016/j.jbc.2021.101202
7mfu,1.7,x-ray diffraction,VHH,2021-04-11,E,N.A.,D,protein,13.8,13.8,7.860120913598763,False,SPR,298,34537245,10.1016/j.jbc.2021.101202
7mfu,1.7,x-ray diffraction,VHH,2021-04-11,C,N.A.,A,protein,62.7,62.7,7.202732459169283,False,SPR,298,34537245,10.1016/j.jbc.2021.101202
7mfu,1.7,x-ray diffraction,VHH,2021-04-11,F,N.A.,D,protein,62.7,62.7,7.202732459169283,False,SPR,298,34537245,10.1016/j.jbc.2021.101202
7mlh,2.1,x-ray diffraction,FabH:FabL,2021-04-28,E,D,B,protein,0.474,0.474,9.324221658325914,False,SPR,298,35799831,10.1093/pnasnexus/pgac054
7mlh,2.1,x-ray diffraction,FabH:FabL,2021-04-28,C,A,F,protein,0.474,0.474,9.324221658325914,False,SPR,298,35799831,10.1093/pnasnexus/pgac054
7mmo,2.43,x-ray diffraction,FabH:FabL,2021-04-30,D,E,C;F,protein;protein,4.01,4.01,8.396855627379818,False,SPR,N.A.,33972947,10.1101/2021.04.30.442182
7mmo,2.43,x-ray diffraction,FabH:FabL,2021-04-30,A,B,C;F,protein;protein,4.01,4.01,8.396855627379818,False,SPR,N.A.,33972947,10.1101/2021.04.30.442182
7msq,2.29,x-ray diffraction,FabH:FabL,2021-05-12,H,L,A,protein,4,4.0,8.397940008672037,False,BLI,298,34788600,10.1016/j.immuni.2021.10.019
7msq,2.29,x-ray diffraction,FabH:FabL,2021-05-12,D,E,B,protein,4,4.0,8.397940008672037,False,BLI,298,34788600,10.1016/j.immuni.2021.10.019
7my2,2.65,electron microscopy,VHH,2021-05-20,A,N.A.,B,protein,0.82,0.82,9.086186147616283,False,BLI,N.A.,34098567,10.1038/s41586-021-03676-z
7my2,2.65,electron microscopy,VHH,2021-05-20,D,N.A.,C,protein,0.82,0.82,9.086186147616283,False,BLI,N.A.,34098567,10.1038/s41586-021-03676-z
7my2,2.65,electron microscopy,VHH,2021-05-20,H,N.A.,E,protein,0.82,0.82,9.086186147616283,False,BLI,N.A.,34098567,10.1038/s41586-021-03676-z
7my3,2.9,electron microscopy,VHH,2021-05-20,E,N.A.,A,protein,<0.001,0.001,12.0,True,BLI,N.A.,34098567,10.1038/s41586-021-03676-z
7my3,2.9,electron microscopy,VHH,2021-05-20,D,N.A.,A;B,protein;protein,<0.001,0.001,12.0,True,BLI,N.A.,34098567,10.1038/s41586-021-03676-z
7mzf,2.49,x-ray diffraction,FabH:FabL,2021-05-24,H,L,A,protein,5.69,5.69,8.244887733604928,False,BLI,298,34610292,10.1016/j.celrep.2021.109822
7mzg,2.0,x-ray diffraction,FabH:FabL,2021-05-24,H,L,A,protein,1.1,1.1,8.958607314841775,False,BLI,298,34610292,10.1016/j.celrep.2021.109822
7mzh,2.1,x-ray diffraction,FabH:FabL,2021-05-24,B,C,A,protein,8.12,8.12,8.090443970758825,False,BLI,298,34610292,10.1016/j.celrep.2021.109822
7mzh,2.1,x-ray diffraction,FabH:FabL,2021-05-24,H,L,E,protein,8.12,8.12,8.090443970758825,False,BLI,298,34610292,10.1016/j.celrep.2021.109822
7mzi,1.85,x-ray diffraction,FabH:FabL,2021-05-24,H,L,A,protein,16.1,16.1,7.79317412396815,False,BLI,298,34610292,10.1016/j.celrep.2021.109822
7mzj,2.4,x-ray diffraction,FabH:FabL,2021-05-24,F,E,A,protein,16.1,16.1,7.79317412396815,False,BLI,298,34610292,10.1016/j.celrep.2021.109822
7mzj,2.4,x-ray diffraction,FabH:FabL,2021-05-24,C,D,B,protein,16.1,16.1,7.79317412396815,False,BLI,298,34610292,10.1016/j.celrep.2021.109822
7mzj,2.4,x-ray diffraction,FabH:FabL,2021-05-24,H,L,A,protein,0.5,0.5,9.301029995663981,False,BLI,298,34610292,10.1016/j.celrep.2021.109822
7mzj,2.4,x-ray diffraction,FabH:FabL,2021-05-24,N,M,B,protein,0.5,0.5,9.301029995663981,False,BLI,298,34610292,10.1016/j.celrep.2021.109822
7mzk,2.25,x-ray diffraction,FabH:FabL,2021-05-24,N,M,B,protein,2.6,2.6,8.585026652029182,False,BLI,298,34610292,10.1016/j.celrep.2021.109822
7mzk,2.25,x-ray diffraction,FabH:FabL,2021-05-24,H,L,A,protein,2.6,2.6,8.585026652029182,False,BLI,298,34610292,10.1016/j.celrep.2021.109822
7mzk,2.25,x-ray diffraction,FabH:FabL,2021-05-24,F,E,A,protein,16.1,16.1,7.79317412396815,False,BLI,298,34610292,10.1016/j.celrep.2021.109822
7mzk,2.25,x-ray diffraction,FabH:FabL,2021-05-24,C,D,B,protein,16.1,16.1,7.79317412396815,False,BLI,298,34610292,10.1016/j.celrep.2021.109822
7mzm,2.3,x-ray diffraction,FabH:FabL,2021-05-24,H,L,A,protein,0.24,0.24,9.619788758288394,False,BLI,298,34610292,10.1016/j.celrep.2021.109822
7n0r,1.42,x-ray diffraction,VHH,2021-05-25,C,N.A.,A,protein,1.1,1.1,8.958607314841775,False,SPR,298,34381460,10.3389/fimmu.2021.719037
7n0r,1.42,x-ray diffraction,VHH,2021-05-25,D,N.A.,B,protein,1.1,1.1,8.958607314841775,False,SPR,298,34381460,10.3389/fimmu.2021.719037
7n0u,3.0,x-ray diffraction,FabH:FabL,2021-05-26,H,L,C,protein,0.475,0.475,9.323306390375134,False,SPR,N.A.,34126155,10.1016/j.jaci.2021.05.038
7n3i,2.03,x-ray diffraction,FabH:FabL,2021-06-01,H,L,C,protein,29.05,29.05,7.536853863273651,False,BLI,303,34331873,10.1016/j.immuni.2021.07.008
7n4i,2.28,x-ray diffraction,FabH:FabL,2021-06-04,H,L,C,protein,<0.001,0.001,12.0,True,BLI,303,34716452,10.1038/s41590-021-01068-z
7n4j,2.21,x-ray diffraction,FabH:FabL,2021-06-04,H,L,A,protein,0.0212,0.0212,10.67366413907125,False,BLI,303,34716452,10.1038/s41590-021-01068-z
7n8q,2.9,x-ray diffraction,FabH:FabL,2021-06-15,H,L,G,protein,2.54,2.54,8.595166283380062,False,SPR,298,35069563,10.3389/fimmu.2021.787603
7n8q,2.9,x-ray diffraction,FabH:FabL,2021-06-15,C,D,A,protein,2.54,2.54,8.595166283380062,False,SPR,298,35069563,10.3389/fimmu.2021.787603
7nd9,2.8,electron microscopy,FabH:FabL,2021-01-30,H,L,B,protein,1.5,1.5,8.823908740944319,False,BLI,N.A.,33756110,10.1016/j.cell.2021.02.032
7ndf,2.1,x-ray diffraction,VHH,2021-02-01,D,N.A.,A,protein,9,9.0,8.045757490560675,False,grating coupled interferometry,298,36223470,10.1126/sciadv.abn6845
7ndf,2.1,x-ray diffraction,VHH,2021-02-01,C,N.A.,B,protein,9,9.0,8.045757490560675,False,grating coupled interferometry,298,36223470,10.1126/sciadv.abn6845
7neg,2.19,x-ray diffraction,FabH:FabL,2021-02-04,H,L,E,protein,2.2,2.2,8.657577319177793,False,BLI,N.A.,33743891,10.1016/j.cell.2021.02.033
7neh,1.77,x-ray diffraction,FabH:FabL,2021-02-04,H,L,E,protein,2.2,2.2,8.657577319177793,False,BLI,N.A.,33743891,10.1016/j.cell.2021.02.033
7nkt,2.3,x-ray diffraction,VHH,2021-02-18,B,N.A.,A,protein,3.66,3.66,8.436518914605589,False,BLI,N.A.,33904225,10.15252/embr.202052325
7nmu,2.5,x-ray diffraction,VHH,2021-02-23,D,N.A.,A,protein,0.57,0.57,9.244125144327509,False,SPR,298,33512486,10.1182/blood.2020009440
